"yearID","teamID","lgID","playerID","G_all","GS","G_batting","G_defense","G_p","G_c","G_1b","G_2b","G_3b","G_ss","G_lf","G_cf","G_rf","G_of","G_dh","G_ph","G_pr","mainPos"
2020,"WAS","NL","finneky01",25,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"TOR","AL","fishede01",16,11,16,15,0,0,0,0,0,0,5,0,10,15,1,1,2,"RF"
2020,"SLN","NL","flaheja01",9,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"TBA","AL","flemijo01",7,5,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"SEA","AL","fletcaa01",6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"LAA","AL","fletcda02",49,49,49,49,0,0,0,15,8,27,0,0,1,1,0,0,0,"SS"
2020,"CHA","AL","florebe01",2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"SFN","NL","florewi01",55,50,55,30,0,0,14,14,3,0,0,0,0,0,22,5,0,"DH"
2020,"NYA","AL","flories01",1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,"CF"
2020,"LAN","NL","florody01",25,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"ATL","NL","flowety01",22,22,22,22,0,22,0,0,0,0,0,0,0,0,0,0,0,"C"
2020,"ATL","NL","foltymi01",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"TOR","AL","fontwi01",21,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"NYA","AL","fordmi01",29,18,29,13,0,0,13,0,0,0,0,0,0,0,7,10,0,"1B"
2020,"MIA","NL","forsylo01",13,11,12,11,1,0,4,6,0,0,0,0,0,0,2,0,0,"2B"
2020,"CHA","AL","fostema01",23,2,1,23,23,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"SLN","NL","fowlede01",31,29,31,27,0,0,0,0,0,0,0,0,27,27,2,2,0,"RF"
2020,"SEA","AL","fraleja01",7,7,7,7,0,0,0,0,0,0,1,0,6,7,0,0,0,"RF"
2020,"KCA","AL","francma02",60,60,60,52,0,0,2,0,51,0,0,0,0,0,8,0,0,"3B"
2020,"SDN","NL","francty01",20,12,20,7,0,0,5,0,2,0,0,0,0,0,10,8,0,"DH"
2020,"SEA","AL","francty01",23,23,23,14,0,0,0,10,4,0,0,0,0,0,9,0,0,"2B"
2020,"SEA","AL","frankse01",2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"PIT","NL","fraziad01",58,54,58,54,0,0,0,41,0,0,14,0,0,14,2,3,0,"2B"
2020,"NYA","AL","frazicl01",39,39,39,34,0,0,0,0,0,0,8,0,28,34,5,0,0,"RF"
2020,"NYN","NL","frazito01",14,12,14,14,1,0,0,0,14,0,0,0,0,0,0,0,0,"3B"
2020,"TEX","AL","frazito01",31,30,31,31,0,0,16,0,15,0,0,0,0,0,0,1,0,"1B"
2020,"COL","NL","freelky01",13,13,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"ATL","NL","freemfr01",60,58,60,58,0,0,58,0,0,0,0,0,0,0,2,2,0,"1B"
2020,"CLE","AL","freemmi01",24,8,24,18,0,0,1,4,6,3,4,0,0,4,2,8,2,"3B"
2020,"WAS","NL","freemsa01",7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"ATL","NL","friedma01",11,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"CHA","AL","fryja01",18,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"BAL","AL","frypa01",22,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"COL","NL","fuentjo01",30,24,30,28,0,0,26,0,6,0,2,0,1,2,0,4,0,"1B"
2020,"BAL","AL","fulmeca01",3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"DET","AL","fulmeca01",7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"DET","AL","fulmemi01",10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"DET","AL","funkhky01",13,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"KCA","AL","gallaca01",25,19,25,25,0,25,0,0,0,0,0,0,0,0,0,0,0,"C"
2020,"SLN","NL","gallegi01",16,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"ARI","NL","galleza01",12,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"TEX","AL","gallojo01",57,55,57,53,0,0,0,0,0,0,0,1,53,53,2,2,0,"RF"
2020,"CIN","NL","galvifr01",47,42,47,45,0,0,0,16,0,33,0,0,0,0,0,3,1,"SS"
2020,"MIL","NL","gamelbe01",40,31,40,37,0,0,0,0,0,0,1,11,27,37,0,3,2,"RF"
2020,"SLN","NL","gantjo01",17,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"TEX","AL","garciad02",3,2,3,3,0,0,0,0,0,0,3,0,0,3,0,0,0,"LF"
2020,"MIL","NL","garciav01",53,50,53,49,0,0,0,0,0,0,0,44,5,49,3,3,0,"CF"
2020,"DET","AL","garcibr01",26,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"NYA","AL","garcide01",6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"TBA","AL","garcied01",4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"SDN","NL","garcigr01",35,15,35,19,0,0,0,11,10,0,0,0,0,0,11,12,0,"2B"
2020,"SFN","NL","garcija04",19,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"CIN","NL","garcijo02",24,19,24,21,0,0,0,0,0,21,0,0,0,0,2,2,2,"SS"
2020,"CHA","AL","garcile02",16,15,16,16,0,0,0,5,0,10,0,0,3,3,0,1,0,"SS"
2020,"TEX","AL","garcilu03",11,2,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"WAS","NL","garcilu04",40,36,40,40,0,0,0,37,0,3,0,0,0,0,0,1,0,"2B"
2020,"HOU","AL","garcilu05",5,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"SFN","NL","garciri01",12,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"DET","AL","garciro03",15,2,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"MIA","NL","garciyi01",14,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"NYA","AL","gardnbr01",49,40,49,48,0,0,0,0,0,0,39,10,0,48,1,0,2,"LF"
2020,"PHI","NL","garliky01",12,8,12,10,0,0,0,0,0,0,5,0,5,10,1,2,0,"LF"
2020,"HOU","AL","garnedu01",17,13,17,17,0,17,0,0,0,0,0,0,0,0,0,1,0,"C"
2020,"CIN","NL","garream01",21,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"MIA","NL","garrebr01",2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"MIN","AL","garvemi01",23,19,23,23,0,22,1,0,0,0,0,0,0,0,0,2,0,"C"
2020,"SFN","NL","gausmke01",12,10,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"TOR","AL","gavigsa01",4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"MIN","AL","gearrco01",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"SEA","AL","gerbejo01",17,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"TEX","AL","gibauia01",14,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"TEX","AL","gibsoky01",12,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"TOR","AL","gileske01",4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"TBA","AL","gilmase01",2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"NYN","NL","gimenan01",49,29,49,45,0,0,0,19,10,23,0,0,0,0,0,4,5,"SS"
2020,"ARI","NL","ginkeke01",19,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"CHA","AL","giolilu01",12,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"BAL","AL","givenmy01",12,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"COL","NL","givenmy01",10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"TBA","AL","glasnty01",11,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"BOS","AL","godleza01",8,7,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"CHA","AL","goinsry01",14,2,14,5,0,0,0,1,2,2,0,0,0,0,5,1,8,"DH"
2020,"SLN","NL","goldspa01",58,58,58,52,0,0,52,0,0,0,0,0,0,0,6,0,0,"1B"
2020,"SLN","NL","gombeau01",14,4,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"WAS","NL","gomesya01",30,30,30,30,0,30,0,0,0,0,0,0,0,0,0,0,0,"C"
2020,"LAN","NL","gonsoto01",9,8,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"COL","NL","gonzach01",6,4,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"PIT","NL","gonzaer01",50,47,50,49,0,0,0,0,13,38,0,0,0,0,1,2,0,"SS"
2020,"CHA","AL","gonzagi01",12,4,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"CHA","AL","gonzalu03",3,0,3,2,0,0,0,0,0,0,1,1,0,2,1,1,1,"LF"
2020,"MIN","AL","gonzama01",53,51,53,53,0,0,14,21,23,0,0,0,8,8,0,0,1,"3B"
2020,"SEA","AL","gonzama02",11,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"LAN","NL","gonzavi02",15,1,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"DET","AL","goodrni01",43,41,43,41,0,0,0,11,0,31,0,0,0,0,0,2,0,"SS"
2020,"CIN","NL","goodwbr01",20,15,20,18,0,0,0,0,0,0,2,16,1,18,1,4,0,"CF"
2020,"LAA","AL","goodwbr01",30,26,30,28,0,0,0,0,0,0,14,4,11,28,0,2,0,"LF"
2020,"TEX","AL","goodyni01",17,1,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"KCA","AL","gordoal01",50,48,50,49,0,0,0,0,0,0,49,0,0,49,0,2,0,"LF"
2020,"SEA","AL","gordode01",33,22,33,28,0,0,0,13,0,3,13,0,0,13,2,1,7,"2B"
2020,"LAN","NL","gorete01",2,0,2,1,0,0,0,0,0,0,0,1,0,1,1,0,1,"CF"
2020,"PHI","NL","gosseph01",39,28,39,25,0,0,8,4,2,0,7,0,7,14,11,8,1,"DH"
2020,"SFN","NL","gotttr01",15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"COL","NL","goudeas01",4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"HOU","AL","gourryu01",57,56,57,55,0,0,55,0,0,0,0,0,0,0,2,1,0,"1B"
2020,"ARI","NL","gracema02",3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"CHA","AL","grandya01",46,45,46,38,0,32,6,0,0,0,0,0,0,0,7,1,0,"C"
2020,"LAN","NL","gratebr01",23,2,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"SEA","AL","graveke01",11,2,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"COL","NL","grayjo02",8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"CIN","NL","grayso01",11,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"NYA","AL","greench03",22,0,1,22,22,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"ATL","NL","greensh02",28,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"PHI","NL","gregodi01",60,56,60,59,0,0,0,0,0,59,0,0,0,0,0,3,0,"SS"
2020,"DET","AL","greingr01",18,16,18,18,0,18,0,0,0,0,0,0,0,0,0,0,0,"C"
2020,"HOU","AL","greinza01",12,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"TOR","AL","grichra01",55,54,55,48,0,0,0,0,0,0,0,48,0,48,7,0,0,"CF"
2020,"KCA","AL","grifffo01",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"MIL","NL","grimmju01",4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"SDN","NL","grishtr01",59,57,59,59,0,0,0,0,0,0,0,59,0,59,0,1,0,"CF"
2020,"OAK","AL","grossro01",51,45,51,47,0,0,0,0,0,0,46,2,1,47,2,5,0,"LF"
2020,"SEA","AL","grotzza01",5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"BOS","AL","grullde01",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"C"
2020,"NYN","NL","gsellro01",6,4,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"PHI","NL","guerrde01",9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"WAS","NL","guerrja01",14,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"SDN","NL","guerrja02",14,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"ARI","NL","guerrju02",25,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"TOR","AL","guerrvl02",60,57,60,34,0,0,34,0,0,0,0,0,0,0,23,3,0,"1B"
2020,"SEA","AL","guilbta01",8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"NYN","NL","guilllu01",30,15,29,23,1,0,0,17,4,3,0,0,0,0,0,7,1,"2B"
2020,"TOR","AL","gurrilo01",57,52,57,54,0,0,1,0,0,0,53,0,0,53,3,4,0,"LF"
2020,"KCA","AL","gutieke01",4,3,4,3,0,0,0,0,3,0,0,0,0,0,1,0,1,"3B"
2020,"MIA","NL","guzmajo04",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"TEX","AL","guzmaro01",26,23,26,24,0,0,24,0,0,0,0,0,0,0,0,2,0,"1B"
2020,"MIL","NL","gyorkje01",43,35,42,40,1,0,30,0,11,0,0,0,0,0,1,7,0,"1B"
2020,"DET","AL","haaseer01",7,5,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,"C"
2020,"MIL","NL","haderjo01",21,0,1,21,21,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"SEA","AL","haggesa01",13,13,13,12,0,0,0,0,1,0,10,0,1,11,1,0,0,"LF"
2020,"KCA","AL","hahnje01",18,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"NYA","AL","haleda02",5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"PHI","NL","haleda02",6,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"BOS","AL","hallma02",4,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"ATL","NL","hamelco01",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"CHN","NL","hamilbi02",14,1,14,12,0,0,0,0,0,0,0,12,0,12,2,1,6,"CF"
2020,"NYN","NL","hamilbi02",17,5,17,13,0,0,0,0,0,0,0,13,0,13,1,1,6,"CF"
2020,"CHA","AL","hamilia01",4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"COL","NL","hampsga01",53,43,53,49,0,0,0,26,0,6,7,20,0,26,1,5,3,"2B"
2020,"CLE","AL","handbr01",23,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"CHN","NL","happia01",57,53,57,56,0,0,2,0,0,0,28,51,7,56,1,3,0,"CF"
2020,"NYA","AL","happja01",9,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"PHI","NL","harpebr03",58,58,58,48,0,0,0,0,0,0,0,3,48,48,10,0,0,"RF"
2020,"WAS","NL","harpery01",23,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"WAS","NL","harrijo05",33,22,33,26,0,0,1,12,10,0,5,0,2,6,6,5,4,"2B"
2020,"MIA","NL","harrimo01",32,12,32,28,0,0,0,0,0,0,0,16,13,28,0,2,9,"CF"
2020,"WAS","NL","harriwi02",20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"BOS","AL","hartky01",4,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"PIT","NL","hartlge01",21,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"BAL","AL","harvehu01",10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"COL","NL","harvejo01",4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"KCA","AL","harvema01",7,4,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"PHI","NL","haselad01",40,23,40,39,0,0,0,0,0,0,11,24,9,39,0,5,1,"CF"
2020,"TOR","AL","hatchto01",17,1,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"PIT","NL","hayeske01",24,24,24,24,0,0,0,0,24,0,0,0,0,0,0,0,0,"3B"
2020,"BAL","AL","haysau01",33,31,33,33,0,0,0,0,0,0,10,23,3,33,0,2,0,"CF"
2020,"MIL","NL","healyry01",4,2,4,2,0,0,2,0,0,0,0,0,0,0,2,1,0,"1B"
2020,"LAA","AL","heanean01",12,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"TEX","AL","hearnta01",14,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"KCA","AL","heathni01",15,4,15,7,0,0,0,0,0,0,1,6,0,7,4,3,6,"CF"
2020,"ATL","NL","hechaad01",27,14,27,23,0,0,0,12,8,4,0,0,0,0,1,3,1,"2B"
2020,"CLE","AL","hedgeau01",6,3,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,"C"
2020,"SDN","NL","hedgeau01",29,19,29,28,0,28,0,0,0,0,0,0,0,0,1,1,0,"C"
2020,"OAK","AL","heimjo01",13,12,13,12,0,12,0,0,0,0,0,0,0,0,1,1,0,"C"
2020,"TEX","AL","heinesc01",24,14,24,22,0,0,1,0,0,0,3,17,1,21,2,2,4,"CF"
2020,"SFN","NL","heinety01",15,13,15,15,1,15,0,0,0,0,0,0,0,0,0,0,0,"C"
2020,"NYA","AL","hellebe01",6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"SLN","NL","helslry01",12,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"BOS","AL","hembrhe01",11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"PHI","NL","hembrhe01",11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"CHN","NL","hendrky01",12,11,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"OAK","AL","hendrli01",24,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"NYN","NL","heredgu01",7,5,7,7,0,0,0,0,0,0,0,7,0,7,0,1,1,"CF"
2020,"PIT","NL","heredgu01",8,5,8,7,0,0,0,0,0,0,0,2,5,7,0,0,2,"RF"
2020,"TEX","AL","hergeji01",20,1,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"LAA","AL","hermomi01",7,2,7,6,0,0,0,0,0,0,5,1,0,6,0,1,0,"LF"
2020,"KCA","AL","hernaca04",5,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"CLE","AL","hernace02",58,57,58,58,0,0,0,58,0,0,0,0,0,0,0,1,0,"2B"
2020,"BOS","AL","hernada02",7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"MIA","NL","hernael01",6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"LAN","NL","hernaen02",48,32,48,46,0,0,2,30,0,2,5,3,9,17,2,10,0,"2B"
2020,"TEX","AL","hernajo02",27,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"KCA","AL","hernaos01",4,1,4,3,0,3,0,0,0,0,0,0,0,0,0,1,0,"C"
2020,"TOR","AL","hernate01",50,47,50,46,0,0,0,0,0,0,0,9,40,46,4,3,0,"RF"
2020,"WAS","NL","hernaya01",12,7,12,1,0,0,0,0,0,0,0,0,1,1,7,3,2,"DH"
2020,"BAL","AL","herredi01",3,1,3,3,0,0,2,0,0,0,0,1,0,1,0,1,0,"1B"
2020,"CHA","AL","herreke01",2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"BAL","AL","hessda01",3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"CHA","AL","heuerco01",21,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,"P"
2020,"CHN","NL","heywaja01",50,49,50,50,0,0,0,0,0,0,0,0,50,50,0,1,0,"RF"
2020,"NYA","AL","hicksaa01",54,49,54,50,0,0,0,0,0,0,0,50,0,50,1,5,0,"CF"
